"id";"text"
"1002272978174906369";"@haldaume3 1)GDPR and 2)privacy of social networking. Sorry!"
"1002272975293485056";"RT @imarrugoj: We will be talking about artificial intelligence and the new #GDPR in the International Congress of #Dataprotection. Next 7…"
"1002272952010903552";"Opiria and PDATA are the way of the future for collecting personal data and are already fully General Data Protecti… https://t.co/HueuCpic3X"
"1002272936483524608";"@seun_ara BI analysts, Data analyst, CRM BA and GDPR BA"
"1002272884138631170";"@BristolBizHour @bw_businesswest @GoogleUK Iain from @BrightmanUK will be talking about a 6 step programme to keep… https://t.co/i7NEDtb3Ha"
"1002272870096162816";"#WriterlyWIPChat Day 31: What's something I have accomplished this month?

GDPR. Says it all. :D"
"1002272804358770688";"RT @Daily_Express: Brussels says new GDPR law DOESN’T apply to EU - after 'embarrassing' leak on website
https://t.co/AwgpVZ5O3U https://t.…"
"1002272804107145218";"Please click the link if you would like to hear from us. (we are using GDPR as the opportunity to start afresh) Our… https://t.co/j59CD3pKld"
"1002272770250690561";"RT @osaigbovo2001: GDPR eBook v1.5 released https://t.co/8h7es9Zwzp"
"1002272753200742400";"https://t.co/ZsbSPc66NB 

“The European Union’s General Data Protection Regulation has been in effect for less than… https://t.co/YsbXbH3jIq"
"1002272737820315648";"Had to do GDPR training for recent role as examiner. Left it with the feeling that it is a case of using extreme co… https://t.co/RQS6dloT3H"
"1002272722905456640";"The latest Twitter Daily! https://t.co/yGSq9ZJfpr #gdpr #blockchain"
"1002272669943902210";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR | Read more: https://t.co/9t1q6O2DhA https://t.co/rBw3QPBn3r"
"1002272621445156864";"Fitness Industry Roundup: Startups, ‘Sweatworking,’ &amp; GDPR | IHRSA https://t.co/bUSSCeTGa9"
"1002272602793152512";"the effect of gdpr on blockchain and cryptocurrency services https://t.co/qzvQTgkxug"
"1002272602436591618";"RT @latimeralder: EU Triumph!

'We’re sorry. This site is temporarily unavailable.             
         
We recognise you're attempting to…"
"1002272570895454208";"IDG Contributor Network: How #GDPR will affect small and midsized businesses https://t.co/SI1p56GjzM"
"1002272496584876033";"Worth a read if you have a requirement for data security, and who doesn't right now??? #IBMz #IBMSystems #GDPR… https://t.co/pzIlzHnyY2"
"1002272492180983809";"Blockchain, the GDPR and what accounting professionals need to know - Blockchain Unleashed: IBM Blockchain Blog  https://t.co/XzIgHdTRN1"
"1002272488993193984";"RT @PlumIdeas: With #GDPR tightening the reins on #Email marketing, now is the perfect time to consider #Direct #Mail. Read our latest blog…"
"1002272472048152577";"The Republican Party isn't 'taking a nap' under Trump, like John Boehner says. They're being held hostage.… https://t.co/BuYUvYCDwq"
"1002272466780094465";"English is no longer the default language of American pop https://t.co/av4iJxmoeF https://t.co/KTQ225g2E4"
"1002272456231469057";"RT @theitstrategist: IDG Contributor Network: Now that it’s here, what can we learn from the bumpy journey to GDPR compliance? https://t.co…"
"1002272445766733824";"RT @grattonboy: My latest column covering #GDPR and the #IoT, ""GDPR and its Impact on the IoT"" https://t.co/sLvtP8Gwij on @ADVAOpticalNews…"
"1002272418034044934";"New Survey Details the State of Online Privacy and Social Media in America Amidst GDPR - Irish Tech News https://t.co/Sk26GJi6wQ"
"1002272410886983680";"GDPR survey reveals UK employees' data concerns
https://t.co/wfRYDm2w8n"
"1002272400699002880";"RT @Kathie_McInnes: My latest @Sotlive
column. It's about schools panicking over the new data protection laws. No, GDPR doesn't mean newspa…"
"1002272349864058881";"RT @techreview: GDPR was just the beginning. Next up: ePrivacy https://t.co/Gidcz2c4R8"
"1002272329160974336";"Hierarchical data in the ORM: https://t.co/Es3KvfBzTw

On Freelancing: https://t.co/sjbqHnZ6CX

Async Channels (by… https://t.co/E0e2NZ31Fw"
"1002272304515166208";"@vlavla @scott_handcock Where do I sign up to get delightful emails? All I get is the never ending waves of GDPR em… https://t.co/jqDwdqKi3U"
"1002272297649164288";"RT @zoho: GDPR has arrived and is here to stay. Here's a message from our CEO, Sridhar Vembu, on our continuing commitment to Privacy.  htt…"
"1002272295505879040";"Thanks twitter for basically deleting my previous account. I start using this site more and more and then all the s… https://t.co/adlAcInuSY"
"1002272294381801472";"#GDPR explained. New EU regulation for managing personal data --- #FYLinkWeek22Jun2018 https://t.co/2QnTqH8fjo"
"1002272265415913474";"RT @CAmainframe: To quote Mary Shelley’s Frankenstein, “It’s alive, it’s moving, it’s alive…” 

#GDPR is officially live. Now what? https:/…"
"1002272224051679234";"RT @internetofshit: Hi! 

Just letting you know you can't use your lights anymore because we're slathering your data around and GDPR is her…"
"1002272160541499394";"Great explanation from @IndexExchange of GDPR and what impact/affect it has for pubs. @Roy_Beeharry_76 No need to r… https://t.co/mvg5Kx4aLL"
"1002272135560261632";"RT @JMB_Secretariat: Welcome to an overview of the #GDPR for primary and post-primary schools in Ireland #DataProtection  https://t.co/VZza…"
"1002272127121227777";"GDPR eBook v1.5 released https://t.co/8h7es9Zwzp"
"1002272104069316608";"RT @ericgoldman: WSJ: #GDPR ""is reinforcing—at least initially—the strength of the biggest online-ad players, led by Google &amp; Facebook"" htt…"
"1002272064152264704";"@ericjackson Great. Just as theres some news that ad buying is down 40-50% in Europe bc of GDPR."
"1002272031130386432";"Check out the details of every GDPR-related feature here https://t.co/me3MjKl7r9 https://t.co/ASfKaKPZ3c #MOODLE35 #moodlenews #OpenEdTech"
"1002272001778741248";"If you are preparing for #GDPR within your organisation, then the @DataVault_UK  '5 Steps for Success' Infographic… https://t.co/9nTJIhtb9v"
"1002271998322626560";"Save 4 percent of your turnover by taking steps to comply with the GDPR https://t.co/CeECOu9xGR #webdesign #linux https://t.co/bqg8Hx7qLQ"
"1002271986452705280";"RT @Triggmine: Security of data is very important and Triggmine’s user data is fully secured! Thanks to our advisor Alex Momot for his grea…"
"1002271945893793795";"@Shrink_at_Large @MrTopple How does this CCTV surveillance by @sainsburys sit with #GDPR?
@ICOnews"
"1002271945604251648";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/QGCpSDM681 https://t.co/r9oAB92FfD"
"1002271909562781696";"RT @BrexitCentral: In today's news:
UK economy to ‘grow faster than Japan’
Hammond claims UK will have to stick with GDPR
Brexit security d…"
"1002271904244355072";"Browsing European websites now requires a significant understanding of both legal and web jargon for #GDPR. All I w… https://t.co/Ju9zoIpWT5"
"1002271903724142592";"RT @datumnetwork: Datum is absolutely thrilled to be featured on @BBCClick's GDPR episode!

Link to clip: https://t.co/vL0H7p8gSS

#Datum #…"
"1002271902637883393";"The only good thing with GDPR for us in sales is that we have to focus on quality and not on quantity! #LeadGeneration #b2bsales #outbound"
"1002271899399933952";"RT @andrewrstine: HELL YES @Ghostery JUST SENT ME A GDPR EMAIL WITH FIVE HUNDRED EMAIL ADDRESSES CC'ED ON IT!! THANKS GHOSTERY!!!! https://…"
"1002271880038924288";"Did i just get GDPR-rolled? https://t.co/FAoHd7nWDs"
"1002271825848659968";"RT @zombie_legal: The Medusa touch...Brussels says new GDPR law DOESN’T apply to EU - after 'embarrassing' leak on website https://t.co/zdV…"
"1002271820626604032";"Trump Is STILL Whining That ABC President Hasn’t Apologized To Him https://t.co/rAH9JQqbkY https://t.co/Jc5mcYXBBI"
"1002271801051877376";"DNB (Norway’s largest financial services group )teams up with IOTA to explore the Economy of Things and M ... -… https://t.co/nYyEnEebMR"
"1002271773713420290";"RT @boomsbustsshow: Podcast 54 280518 Lennon, Rees-Mogg's Catholicism, China Social Score: so scary, Maduro: Socialism/Fascism, School shoo…"
"1002271761390596096";"RT @draftsperson: Enterprises need a “global insight fabric” that can find a happy medium between adequate rules and policies of data gover…"
"1002271756349050886";"Europe’s new privacy law (GDPR) seems to reinforce tech giants leading the online advertising market  https://t.co/MrL6eK8a0K"
"1002271754067365889";"Because ""the consequences of getting it wrong are so serious"", companies are being ""extremely conservative in inter… https://t.co/9JrCEOiBpv"
"1002271748904050688";"RT @aqua_intel: Is Blockchain Incompatible With GDPR? | https://t.co/A3uho4aCxr https://t.co/YvTeVLYlLH https://t.co/T4MmJHgNHS"
"1002271748887212032";"RT @DccOfficial2018: Protect your privacy. Secure your financial information. Seize the power of #Blockchain. 
 #DCC https://t.co/8TizoJe6TT"
"1002271748400672768";"What is General Data Protection Regulation (#GDPR)? Does your website must comply with this regulation?… https://t.co/LNsYRcLT5P"
"1002271713495732224";"Populist Parties in Italy Reach Deal to Form a Government https://t.co/8RxlC3dOB4 https://t.co/Hnzl0kaa34"
"1002271712946290689";"@cmeik Damn. I almost read GDPR instead of GCP ;) ... What's wrong with me?"
"1002271710249439234";"We've been busy... the South Glos Expo is next Wednesday!  If you haven't seen the final schedule take a look. Keyn… https://t.co/rZEk2Qw1Oa"
"1002271707330109441";"Samantha Bee Apologizes for Slur Against Ivanka Trump https://t.co/5PvtDrUVN2 https://t.co/sftIKooD0B"
"1002271703467286530";"GDPR is Eating the World - Part 2 https://t.co/IhYN0jM0SY"
"1002271699092496384";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/UP2ZwH5vfc https://t.co/aEMyDm5GV4"
"1002271691240812544";"RT @AmyKSimpkins: Whoever created this deserves a medal #GDPR #gold https://t.co/yAXP3ySi8X"
"1002271657468289026";"RT @internetofshit: Hi would you like to continue to subscribe to Cat Facts? Just click the big green button and sell your children's souls…"
"1002271615395225601";"RT @internetofshit: GDPR emails are the new 'Hi would you like to connect with me on LinkedIn?"
"1002271586030948353";"RT @larakiara: Europe’s new data privacy law is drawing ad money to Google and away from competitors struggling to show they’re are complyi…"
"1002271581777944576";"Why you should stop smoking! #Weltnichtrauchertag #WorldNoTobaccoDay #DSGVO #GDPR https://t.co/p2OKhO8dOD"
"1002271571375984640";"RT @WeAreSunnyHQ: Is your #WordPress website #GDPRCompliant?  May 28, 2018 was the deadline.  Sunny HQ has a graceful solution to bring you…"
"1002271533123940352";"RT @SorrentoPhil: Our Layer 1 #encryption optical transport solutions protect in-flight data from eavesdropping  #GDPR https://t.co/CMd5aXs…"
"1002271516564783105";"@PrivacyMatters Hey Pat, Ben from the legal newswire Law360. Hope it's okay to ping you on here. Got a few minutes… https://t.co/7nncVAXX8A"
"1002271511774982144";"*NEW*
'Sunshine after the storm'
So what to do next with GDPR?
by  @jpdanon
https://t.co/3etKGFf10d"
"1002271499800084480";"RT @TheRegister: Activists hate them! One weird trick Facebook uses to fool people into accepting GDPR terms https://t.co/RrcIzIp6I1"
"1002271480506388481";"GDPR Is Here: Not Yet Compliant? What Employers Need to Consider https://t.co/Sx1tPXorRV | by @labor_attorneys"
"1002271476312133635";"RT @Robbieicaro: @internetofshit GDPR emails are useful reminders to unsubscribe from services I didn’t want in first place."
"1002271441142759424";"IDG Contributor Network: Now that it’s here, what can we learn from the bumpy journey to GDPR compliance?… https://t.co/QLTM11a8GF"
"1002271416597860357";"As the reality of GDPR sets in, @karenmpd examines the consequences of #GDPR around the globe (with a brilliant com… https://t.co/N0vfVeJoF1"
"1002271368380125184";"RT @GersonRolim: #GDPR is a extremely relevant matter for companies that operate in the #EU, specially on #DeepLearning &amp; #Machinelearning…"
"1002271362809933824";"@mkarnicki @HashiCorp Basically if you are hit by a data breach and are in violation of multiple articles of GDPR (… https://t.co/iDPEbIGOgZ"
"1002271343772086272";"@epinardscaramel @antoniogm @mathewi Let me ask you this, since GDPR has started have you stopped using any service… https://t.co/DBtcfCFBBm"
"1002271341301682176";"@ncpphotos Ah yes, GDPR is something I’ve had to deal with too in regards to our loyalty card. Oh yes, very busy an… https://t.co/K4oaLxs5cy"
"1002271331365412865";"RT @Dock_io: #GDPR comes into effect May 25.  Read up on all the steps Dock has taken to make sure your data is protected and that our prot…"
"1002271278949158912";"RT @wohali: Stupid joke time:
- Do you know a good GDPR consultant?
- Yes.
- Can you give me his e-mail address?
- No.

/me curtsies"
"1002271275849539584";"So a week into #GDPR anyone know of a small to medium business that's had a freedom of information request, right t… https://t.co/rw2roUHC8f"
"1002271264977903617";"Learn how @StreamSets is helping orgs with GDPR compliance https://t.co/tVdJgQCyxO https://t.co/i4qDKZQFGN"
"1002271237609963520";"Half the non-Google ad-tech ecosystem is outright fraud and the other half likely can’t comply with GDPR and keep t… https://t.co/Ysw2mRclOm"
"1002271230739677184";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/19IBKgRxtI"
"1002271219318710273";"Dear @Forbes , can you be more explicit what *personal* data are used when browsing your site. Knowing that I'm not… https://t.co/w04tvthu55"
"1002271203153928194";"Three strategies for dealing with post-GDPR disruption to digital marketing  https://t.co/GAodx2gchd"
"1002271196166148096";"RT @Peter_Jvzoo: Is Your #WordPress Site GDPR Compliant? Don’t Let #GDPR25MAY Break Your #Businesses . Fix it! WP GDPR Fix Has The Most Com…"
"1002271192319836160";"Interamerican is using #SAS to protect personal data while adopting to #GDPR #dataprivacy https://t.co/3DbCScDfpY https://t.co/3dtBPU1hjV"
"1002271190705164290";"OpenDNS | GDPR and WHOIS: Here’s What You Need to Know https://t.co/A8DByVqtq2"
"1002271177178480642";"RT @Bitex_Global: Data Protection by Design and by Default - just one of the ways blockchain can address GDPR compliance

Read IBM’s report…"
"1002271135017431041";"[On-demand Webinar] Learn how to address specific #GDPR compliance challenges in Oracle Eloqua:… https://t.co/JTLCzu94kP"
"1002271131569737728";"#GDPR for you, and you, and you: #Microsoft to extend European data requirements to customers worldwide.… https://t.co/Avd6F1g0Xp"
"1002271108459106305";"GDPR is here and everyone is talking about it.
Is your online course membership GDPR compliant?
Learn more about it… https://t.co/jmlGHmCS6a"
"1002271097751068673";"We've been busy... the South Glos Expo is next Wednesday!  If you haven't seen the final schedule take a look.  We… https://t.co/52tSGAOjwn"
"1002271095012118529";"RT @MSCI_Inc: As new #dataprotection rules take effect in the EU, the costs of compliance may be the least of companies’ worries. #GDPR htt…"
"1002271094710075397";"RT @MarinSoftware: The effects of the GDPR continue to play out, an overwhelming number of marketers plan to use more location data, Mary M…"
"1002271087634284545";"RT @EUBlockchain: Join us for our GDPR &amp; Blockchain workshop on June 8th in Brussels !
Morning session with a presentation by @finck_m and…"
"1002271083909799936";"RT @siriusdecisions: Learn how to build a playbook around #GDPR with @JulianArcher (Sr. Research Director) in this @dmnews podcast: https:/…"
"1002271060606283776";"Will GDPR Spoil the Blockchain Party? https://t.co/eRpcud6DRK https://t.co/3sPwoJtsWO"
"1002271060472016897";"RT @AllSight: Will the #GDPR Regulation have an impact on automated decision making? Interesting article from… https://t.co/i7JF570aYz"
"1002271057104003075";"Read: @pensar_IT are busting 3 myths about #GDPR for #marketers https://t.co/ud6g4zf1kf https://t.co/fdomPQ3Sur"
"1002271041140469760";"""At the end of the day, we all come out of this as better companies.” – Marty MacKay, president of the global allia… https://t.co/PV22yu6Bz9"
"1002271022777847808";"“The Data Challenges Inherent in GDPR Implementation, from a Big Data Scientist’s Perspective” with Jeff Jonas… https://t.co/oKghCjKoyj"
"1002271003605692416";"Online facility for data breach notification #GDPR https://t.co/nJDu6xhvmq"
"1002270998647930884";"Some GREAT no-nonsense tips on what to do here. #marketing #customerexperience #gdpr https://t.co/m06ucbClxX"
"1002270931937579009";"Just had an email from my former employer who I did a bit of freelance for after leaving about GDPR stuff, asking t… https://t.co/h2E5epmguX"
"1002270927143530503";"And I thought GDPR was meant to stop me receiving stuff I don't care about. Come on @Twitter what do you know about… https://t.co/O98WujdVeA"
"1002270896613220355";"I liked a @YouTube video https://t.co/BbNDFRFw1l Verdens hurtigste makulator - GDPR Compliant shredder!"
"1002270860202262528";"RT @Sogedes: #GDPR Timeline

#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigData #Tech #Technology #infographic #DataAn…"
"1002270838815571968";"As I pointed out in my last piece, the unintended consequences of GDPR... https://t.co/X8TrE1atCR"
"1002270819295334401";"RT @LiquidHub: 10 steps to cyber security 

#Cybersecurity #infosec #privacy #GDPR #business #tech #Security #IT #Tech #InfoSec #IoT #Netwo…"
"1002270808918536192";"@velartrill Is stealing people’s souls covered in GDPR"
"1002270761648885760";"Looking to update your agreement for GDPR? Download ours. https://t.co/YGr4Y4001Y https://t.co/TzNLxB5DjK"
"1002270756800253952";"Our Layer 1 #encryption optical transport solutions protect in-flight data from eavesdropping  #GDPR https://t.co/CMd5aXsGDN', #HullHour"
"1002270748893896704";"Denver-area leaders are invited to our upcoming interactive #roundtable focused on #GDPR. Join us for a summer even… https://t.co/ET6akDkU4Z"
"1002270711463981056";"@Smiths_N_GC Evening yes its pretty manic (GDPR/Cyber security) are keeping me very very busy in the day job - I im… https://t.co/DFYWjuoJUT"
"1002270695991250944";"Watch out, the privacy nightmare is getting worse... Now they ask for one click consent across the web! Yes, includ… https://t.co/2e4VFWyeof"
"1002270683248939011";"https://t.co/Wkenfpov5Y

Oh well yea ... maybe it's time for a new career :-/"
"1002270664873701376";"RT @sarahtlucas: Is Europe is about to lose the global AI race thanks to GDPR? https://t.co/aroFVak5cr I'd be interested in your take on th…"
"1002270602143641600";"RT @miksullivan: GDPR
Cookie Policy
Newsletter Sign Up
Subscribe for Updates.
Discount Sign Up
Auto-play Video
Allow Notifications
AdBlocke…"
"1002270597970366465";"RT @andrew_anagnost: Happy #GDPR day. I can’t say enough time: our users are our customers not our products. https://t.co/LBeG7KqYov"
"1002270583625801729";"Read a tweet recently that criticized #highered for not sending #GDPR emails, BUT my hope is that, unlike all the o… https://t.co/cAREgzitDj"
"1002270511446089729";"What is GDPR? https://t.co/ITKic9hrgh"
"1002270481238626304";"RT @ianlandsman: New Bootstrapped!

“I Don’t Want To Talk About GDPR The Whole Time” with special guest @natalienagele 

https://t.co/7XEPP…"
"1002270474360016897";"RT @internetofshit: i worry about a world in which we have to agree to privacy policies to use a fridge https://t.co/S8bFxmqgnz"
"1002270462955720706";"@msdev Is there any information about how GDPR impacts to UWP ads? Should i collect consents or is there some kind of another way to do it?"
"1002270433754996737";"The latest Blog Amour Rencontre, le Journal! https://t.co/f1Iz1la1y2 Thanks to @JohneRencontre #gdpr #drague"
"1002270425794203648";"RT @StansaidAirport: Went to the worst seance ever tonight. Spent 2 hours using a Ouija board accepting new privacy policies, so the relati…"
"1002270408916197376";"#GDPR Finally completed it! (With the help of my… https://t.co/rJgJngjWiX"
"1002270397004427264";"RT @jpmens: GDPR: Assume Jane uses WhatsApp and has uploaded John’s contact without his consent. Assume Jane deletes her account (because o…"
"1002270373763866625";"What if companies were faced with GDPR-like compliance requirements for using plastic and other forms of environmen… https://t.co/3jeqIzoNtM"
"1002270335524397056";"Why can't we all just get along?

Seems that insanity has chosen a side! #Google

Who else wants to delete all of t… https://t.co/8zJfEsgXPj"
"1002270328335171584";"Illinois budget speeds through legislature, heads to governor https://t.co/cbQg1uvhQB https://t.co/PBnEoS2xnc"
"1002270316926615552";"Trump pardons conservative, says lifestyle maven Stewart may be next https://t.co/DRZig0u9lm https://t.co/6p0iNwaTCE"
"1002270309637021696";"What Alphabet Won't Tell You About The GDPR https://t.co/k5uiXjjydQ"
"1002270307615363072";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/neIamlPSq2"
"1002270269061251072";"RT @Nextclouders: #GDPR lawsuits against Google, Facebook are moving forward. Limitations on forced consent threaten #privacy harming busin…"
"1002270242926678016";"The General Data Protection Regulation (GDPR) has been set. If you haven't prepared it for Google Drive, it is crit… https://t.co/ZmztG8vndu"
"1002270238023528448";"It's been just under a week since #GDPR was enacted. Are you feeling the pressure of remaining compliant?  Check ou… https://t.co/rxl4kiHxTq"
"1002270236224245760";"One thing is for certain, #SocialMedia is always changing. Keep on top of some of the most recent updates. https://t.co/4PbOVcoIie"
"1002270230041776128";"@Daniel_Simmons Thanks GDPR"
"1002270216276054016";"The Medusa touch...Brussels says new GDPR law DOESN’T apply to EU - after 'embarrassing' leak on website https://t.co/zdVv8Yom2y"
"1002270199649730560";"@mkarnicki @HashiCorp Relevant here: “If a firm infringes on multiple provisions of the GDPR, it shall be fined acc… https://t.co/5I1kXo0oQi"
"1002270191978332160";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/tdBPOaB2j6 https://t.co/6iip7fqfSH"
"1002270180876128256";"Interesting article about #GDPR! https://t.co/8LnDTynktl"
"1002270174169456641";"RT @Lizzi_L: Latest Newsletter - Potential #FreeTraining.  If you didn't get this and would like to, please go to https://t.co/m1s0waGySx a…"
"1002270101494681600";"Blockchain data can’t be deleted. So will its applications be illegal?
https://t.co/4sj0PeiwP0"
"1002270084562288641";"RT @_MG_: @notdan Email headers are violence. 

There are so many unintended “edge” cases and loopholes in GDPR."
"1002270069907513346";"RT CyberSauna: NEW EPISODE: GDPR is Live. What Now!?

With F-Secure Privacy Officer Hannes Saarinen and Erik Anders… https://t.co/raYlkkyCff"
"1002270040845004806";"RT @BigDataSciTweet: This week's articles and resources in #BigData #DataScience #MachineLearning #AI #GDPR and more at DataScienceCtrl htt…"
"1002270013053685760";"#Crypto #News: ""Op Ed: Five Things Blockchain Firms Need to Know About the GDPR"" https://t.co/8r1zuEP589"
"1002269989343244289";"European Commission “doesn’t plan to comply with GDPR” – well, sort of https://t.co/1LMKj3YvvC via @NakedSecurity https://t.co/lplugHkju9"
"1002269984024866816";"RT @LexsynergyLtd: Our next webinar will discuss the impact of the GDPR on domain names, the UDRP and a trade mark owner's ability to monit…"
"1002269979155292160";"RT @_MikeHurst: The GDPR hit list: Who stands to lose from Europe’s new privacy rules https://t.co/H87TGPJ1Uq"
"1002269951762329601";"RT @hsinar: GDPR Compliance: A Simple Guide for Marketers | MarketingProfs https://t.co/MKKj0G6yrh #gdpr #digitalmarketing"
"1002269932695048192";"RT @FreevacyLtd: Europe is taking the lead in #DataProtection

Because #GDPR has so much prominence in what organisations around the world…"
"1002269923140423680";"@blitzkrig_singh @Forbes Say Hi to GDPR."
"1002269909760569345";"RT @Kempomat: Looks like this GDPR mayhem is good for inboxes. A lot of ""action required"" mails from dozens of labels sending promos. Am I…"
"1002269862541000704";"Still worried about how to best tackle GDPR? Find out what we had to say, as well as some of our peers in IAM! https://t.co/verfZd1P6l"
"1002269853598789632";"The Privacy Lawyer Giving Big #Tech an $8.8 Billion Headache https://t.co/R3jwedkmxv #technology https://t.co/Jd0owY8hOG"
"1002269829368336384";"Interesting byproduct of the GDPR changes: I'm being shown all of these companies and sites that people have used m… https://t.co/IomSnuzGMb"
"1002269822451728385";"so it turns out I'm not the only open source project to receive one of these gdpr letters ... a bit sad especially… https://t.co/beOYvicyaq"
"1002269806333218817";"RT @ICOnews: Use our interactive lawful basis tool to get tailored guidance on which lawful basis is likely to be most appropriate for your…"
"1002269781280600065";"RT @PodcastMisfit: Check out the latest news from Grasp Technologies!  This month's issue is jam packed with everything from GDPR, new webi…"
"1002269761961676800";"Ironically blocked in Britain due to @baltimoresun's fear of GDPR. https://t.co/zJfkqHbN4i"
"1002269728541433856";"First GDPR Lawsuit: $8.2 billion Fines Claimed from Facebook and Google -- New privacy group noyb (None of Your Bus… https://t.co/D4uh3TyAc1"
"1002269706760458240";"RT @HabichtJonathan: Your Digital Marketing Strategy for 2018?
 #SocialMedia #SocialMediaMarketing #DigitalMarketing #ContentMarketing #Gro…"
"1002269688699768832";"It is no longer possible to say that nobody has written a GDPR filk

You can opt out of the G.D.P.R!

But which one… https://t.co/cgGsSMm0Pq"
"1002269687902810112";"#Google On GDPR Pop Ups Notices With Search &amp; #SEO  #seo #seomarketing #contentmarketing #digitalmarketing… https://t.co/lmvpysMmmP"
"1002269684564201472";"RT @BDliveSA: Opinion | Thilen Pillay: One of the major differences between the General Data Protection Regulation and SA’s Protection of P…"
"1002269672128081921";"RT @DPCIreland: Enforcing the #GDPR. In a recent blog Deputy Commissioner Dale Sunderland sets out @DPCIreland’s approach to enforcement un…"
"1002269671444369410";"Learn what ecommerce companies need to know about #GDPR + #EmailMarketing https://t.co/UQ3d1Fz0Cp"
"1002269633485950978";"Ultimate GDPR v1.5.3 – Compliance Toolkit for WordPress https://t.co/jqaLffV0rU https://t.co/UrpCZnS3jx"
"1002269627068665856";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR - https://t.co/ORNoMdEGmG
Advertise #ICO… https://t.co/fGnIG9ksYX"
"1002269626515017728";"Fucking GDPR me mate...dae it"
"1002269602204848128";"RT @cohnwolfe: The #GDPR has officially hit the EU and, one week later, marketers are feeling the effects https://t.co/AMMWFGuz5o https://t…"
"1002269561104818176";"It's fun to comply with #GDPR - A punny song about GDPR in the style of #YMCA https://t.co/tU9zheTtHD :)"
"1002269556499333120";"Blocked due to GDPR https://t.co/GTBzfr2YLi"
"1002269533535637504";"RT @motherboard: Twitter is banning anyone whose date of birth indicates they were under the age of 13 when they signed up for the service.…"
"1002269527097430016";"RT @OneEducation: We love sharing our latest offers with you! Whether that be free events, free resources or free updates! Don't miss out:…"
"1002269505723293696";"@JulCharlotte @FrederikAust @CollabraOA @olivier_klein @Tom_Hardwicke @MattEagle09 @henda52 @ajhmohr @hansijzerman… https://t.co/AvnfE3mcjE"
"1002269475641716737";"RT @Andy_Watt: So the only organisation which GDPR doesnt apply to is the EU, who wrote the legislation in the first place. Another case of…"
"1002269463897493504";"#GDPR reduces viability of third-party data. Brands can keep customers with first party data -- if they can turn it… https://t.co/b4WFJwwfpB"
"1002269450090024960";"#Cybersecurity &amp; #VendorRisk: The #ThirdPartyRisk Challenge is Here Now
https://t.co/K91KEh4XCh

.
#infosec… https://t.co/0Na3SMKd73"
"1002269413473648642";"Great read need to give some thought to GDPR and how health professionals share patients recorded wishes https://t.co/Yh4Hgz4klT"
"1002269408553783296";"Why can’t I update my preferences? #GDPR https://t.co/bIAfLufCs8"
"1002269318535671808";"Some Half Term Serenity for museum, heritage and cultural educators

Defo helped me in my darkest GDPR moments toda… https://t.co/W4Z2KE5raI"
"1002269300579684352";"Thanks #GDPR I have received 20 more emails on privacy updates. Nevertheless good time to opt-out of the ones I usually ignore."
"1002269265666363392";"Already someone’s trying to use the GDPR privacy policy updates as a scam. https://t.co/XkzGayuFw3"
"1002269242459291649";"Download Google Fonts locally because of GDPR

<ed><U+00A0><U+00BD><ed><U+00B6><U+008B> by @IonicaBizau
<ed><U+00A0><U+00BC><ed><U+00BF><U+00B7> #fonts, #cli

https://t.co/8fREEycOvd"
"1002269240437731328";"Freshly juiced at Business and Bullets

On the GDPR and an Interesting Shift

https://t.co/SWTdQ4CABd https://t.co/Nbtn0o8A5D"
"1002269232690814976";"Will GDPR kill ""black hat"" growth hacking? This guide answers several important questions about the new EU regulati… https://t.co/XwidLULCJN"
"1002269228152557568";"It's About The Data: 5 Ways To Succeed With GDPR
https://t.co/zT1ykesRY6
#Bigdata #GDPR #Datagovernance"
"1002269206182809600";"RT @msftsecurity: #GDPR compliance means identifying personal #data, governing access &amp; usage, and establishing adequate security controls.…"
"1002269199862063104";"Just because #GDPR is in full effect, doesn’t mean the #dataprivacy &amp; #dataprotection issues are over – it’s only t… https://t.co/WbqTe92Yor"
"1002269092353642496";"Ready for privacy policy updates? On the 25th of May #GDPR will become legally effective. Will it be better for the… https://t.co/yg1VDjJCf2"
"1002269078852022272";"@MotoGP your gdpr update has made it a requirement for os10+ and now I can no longer watch my MotoGP on my iPad mini pls fix &lt;3 #ItalianGP"
"1002269060242051072";"@NiteWatches GDPR. Sounds like a break away former Soviet state"
"1002269055179546624";"#July7 - get your privacy back
JULY 7 - Independence Day from centralized social media

https://… https://t.co/t74YQsupyt"
"1002268953215938561";"@Forbes Sites not letting you opt out really is two fingers to GDPR &amp; what it's supposed to represent https://t.co/gdZrWhwsFl"
"1002268911088340997";"RT @InuvikaInc: OVD Enterprise 2.6 is now available.  OVD 2.6 enhances security and adds user data privacy management features for #GDPR co…"
"1002268899474329601";"RT @JobDotCom: Could the #GDPR spell the end for small #recruitment agencies?

See what @Arran_J_Stewart has to say in his latest piece in…"
